attack,model,domain,label,mtld,sent_cv,self_mention_density,opener_ratio,connector_density,hedge_density,mean_sent_len,boost_density,char_entropy,rep_rate,punct_entropy,n_words,n_sents
none,human,abstracts,0,86.3870975941436,0.5007234516215616,30.864197530864196,0.045454545454545456,6.172839506172839,0.0,7.363636363636363,0.0,8.91494757784115,0.18292682926829268,2.3666210658641083,162,22
none,human,abstracts,0,88.82332155477032,0.4194658208287555,23.391812865497073,0.09090909090909091,17.543859649122805,0.0,7.7727272727272725,0.0,8.934352651439246,0.20224719101123595,1.9513332839383102,171,22
none,human,abstracts,0,132.89340101522845,0.4505459907164778,15.789473684210527,0.045454545454545456,5.263157894736842,0.0,8.636363636363637,0.0,9.192975478419646,0.16363636363636364,2.0241599790108813,190,22
none,human,abstracts,0,85.49458721924012,0.3847370786440338,30.042918454935624,0.04,4.291845493562231,0.0,9.32,0.0,9.205827203125118,0.19130434782608696,2.045910230606956,233,25
none,human,abstracts,0,105.45058286872784,0.46724146394178223,15.544041450777202,0.0,5.181347150259067,0.0,9.19047619047619,0.0,9.100553451859811,0.15151515151515152,2.270942421748537,193,21
none,human,abstracts,0,79.2601880877743,0.5028014780831481,23.25581395348837,0.03125,3.875968992248062,0.0,8.0625,0.0,9.393731197621536,0.22900763358778625,2.2571129082441863,258,32
none,human,abstracts,0,68.4941013185288,0.4537253207246281,36.666666666666664,0.058823529411764705,20.0,3.3333333333333335,8.823529411764707,0.0,9.255067384480359,0.2781954887218045,2.139804432070669,300,34
none,human,abstracts,0,82.63783783783784,0.4380521900283996,32.388663967611336,0.0,0.0,8.097165991902834,8.821428571428571,0.0,9.20039135314857,0.21367521367521367,2.4494921168318347,247,28
none,human,abstracts,0,98.0,0.45238734587063045,5.1020408163265305,0.0,5.1020408163265305,0.0,7.2592592592592595,0.0,8.96841568649352,0.21,1.3709505944546687,196,27
none,human,abstracts,0,72.88226774260295,0.5306115109971038,5.405405405405405,0.043478260869565216,10.81081081081081,0.0,8.043478260869565,5.405405405405405,8.85589285366965,0.21686746987951808,1.5219280948873621,185,23
none,human,abstracts,0,105.47499579053714,0.49951918442576454,24.509803921568626,0.08,9.803921568627452,4.901960784313726,8.16,0.0,9.249322946371235,0.19090909090909092,1.817750929556023,204,25
none,human,abstracts,0,109.75159708809986,0.39166658525942016,5.050505050505051,0.043478260869565216,15.151515151515152,0.0,8.608695652173912,0.0,9.022460591350121,0.26881720430107525,1.9002088357626876,198,23
none,human,abstracts,0,122.25923717167525,0.4298331254975985,32.407407407407405,0.0,13.888888888888888,0.0,8.307692307692308,0.0,9.256515352822623,0.1746031746031746,1.8836632995971396,216,26
none,human,abstracts,0,74.49755536381939,0.49545974229281414,14.778325123152708,0.0,14.778325123152708,4.926108374384237,8.12,0.0,9.01398923691299,0.18811881188118812,2.0597049132067875,203,25
none,human,abstracts,0,87.36448598130842,0.5318423295166357,35.08771929824561,0.08333333333333333,11.695906432748536,0.0,7.125,0.0,8.921049410334824,0.27380952380952384,2.007450114482578,171,24
none,human,abstracts,0,86.88086642599278,0.4525692729837551,20.942408376963353,0.043478260869565216,15.706806282722512,0.0,8.304347826086957,0.0,8.938829422126854,0.2736842105263158,1.4969275461145894,191,23
none,human,abstracts,0,112.00916963354216,0.5014438519643801,29.7029702970297,0.038461538461538464,4.9504950495049505,0.0,7.769230769230769,0.0,9.072507374463846,0.2912621359223301,1.8725562489182657,202,26
none,human,abstracts,0,138.36927785579786,0.39493713144438525,38.96103896103896,0.03571428571428571,8.658008658008658,0.0,8.25,0.0,9.128012346161935,0.192,2.426987365639508,231,28
none,human,abstracts,0,75.31543624161074,0.5303579642285852,22.099447513812155,0.0,11.049723756906078,22.099447513812155,7.541666666666667,0.0,8.897727050141102,0.25,2.099598313565133,181,24
none,human,abstracts,0,78.03471076370907,0.4381195104788407,36.03603603603604,0.0,9.00900900900901,0.0,7.928571428571429,0.0,9.036274920295707,0.21568627450980393,1.580982641705794,222,28
none,human,abstracts,0,100.47612092887395,0.5383445131278064,27.777777777777775,0.0,0.0,0.0,8.571428571428571,0.0,9.045376340034737,0.17204301075268819,1.938721875540867,180,21
none,human,abstracts,0,118.83413954251046,0.4347178301343697,23.809523809523807,0.0,0.0,0.0,7.777777777777778,4.761904761904763,9.232188133779054,0.26785714285714285,2.4197309868291796,210,27
none,human,abstracts,0,94.65681496620027,0.47380354147934284,31.25,0.06666666666666667,17.857142857142858,4.464285714285714,7.466666666666667,0.0,9.167184500501268,0.21929824561403508,2.172494817606892,224,30
none,human,abstracts,0,114.91814265198661,0.40528532954834107,17.045454545454543,0.0,0.0,0.0,7.6521739130434785,0.0,9.204345734891724,0.15841584158415842,2.0525769705132024,176,23
none,human,abstracts,0,95.83824704226424,0.36221540552549664,13.333333333333334,0.1111111111111111,20.0,6.666666666666667,8.333333333333334,0.0,9.00788850980406,0.13793103448275862,1.4269608142719163,150,18
none,human,abstracts,0,41.68647357420125,0.48222993772004535,21.660649819494584,0.0,0.0,0.0,7.694444444444445,0.0,8.863610919848703,0.3942307692307692,2.191767570652611,277,36
none,human,abstracts,0,72.86829268292682,0.448779357931524,25.773195876288657,0.0,10.309278350515465,5.154639175257732,8.083333333333334,0.0,8.867963547999231,0.2608695652173913,1.8128876215181604,194,24
none,human,abstracts,0,117.32382133995038,0.46492070056220147,31.645569620253166,0.09090909090909091,18.9873417721519,0.0,7.181818181818182,0.0,8.909156335834664,0.22093023255813954,1.5537631144722455,158,22
none,human,abstracts,0,61.53274978223929,0.49977772837310164,17.77777777777778,0.03333333333333333,4.444444444444445,0.0,7.5,0.0,8.866461235452734,0.2872340425531915,2.194949047732144,225,30
none,human,abstracts,0,76.19181246524361,0.5564970632313627,5.376344086021506,0.0,5.376344086021506,0.0,8.08695652173913,0.0,8.901719262344967,0.16853932584269662,1.519728461579561,186,23
none,human,abstracts,0,109.82758620689656,0.37921188390207655,30.303030303030305,0.0,6.0606060606060606,6.0606060606060606,8.25,0.0,9.05280521339629,0.12631578947368421,2.3006081122623816,165,20
none,human,abstracts,0,70.87742770824342,0.5395948681093599,15.56420233463035,0.0,0.0,7.782101167315175,8.03125,0.0,9.045109273549999,0.27927927927927926,2.1341032543378025,257,32
none,human,abstracts,0,137.56282000787712,0.3748277841470601,10.101010101010102,0.043478260869565216,10.101010101010102,0.0,8.608695652173912,5.050505050505051,9.287299921915714,0.17857142857142858,2.3982820975694215,198,23
none,human,abstracts,0,79.96288303841173,0.47611362183514433,27.397260273972602,0.037037037037037035,9.1324200913242,0.0,8.11111111111111,0.0,9.166931022705432,0.18803418803418803,1.55887184844536,219,27
none,human,abstracts,0,106.97413182017793,0.47493913319345216,9.569377990430622,0.11538461538461539,14.354066985645934,0.0,8.038461538461538,0.0,9.070287038574145,0.17857142857142858,2.176669423935717,209,26
none,human,abstracts,0,87.42362678705794,0.45241201975011547,25.906735751295336,0.043478260869565216,5.181347150259067,0.0,8.391304347826088,0.0,9.062134457529236,0.23,1.9887513942845323,193,23
none,human,abstracts,0,89.81023195667986,0.46831722379902,0.0,0.14814814814814814,19.704433497536947,4.926108374384237,7.518518518518518,0.0,9.034011114015343,0.23469387755102042,1.8097900388203334,203,27
none,human,abstracts,0,154.26408076514346,0.5250467351332394,22.22222222222222,0.030303030303030304,4.444444444444445,0.0,6.818181818181818,0.0,9.267563637426596,0.1796875,2.4600403190728355,225,33
none,human,abstracts,0,107.0,0.44630449469247563,32.71028037383177,0.037037037037037035,4.672897196261682,0.0,7.925925925925926,0.0,9.049896314646826,0.2818181818181818,1.7068905956085185,214,27
none,human,abstracts,0,113.94507113587181,0.39421031354809083,23.952095808383234,0.043478260869565216,11.976047904191617,0.0,7.260869565217392,5.9880239520958085,9.158332671373891,0.1111111111111111,2.0951258720534707,167,23
none,human,abstracts,0,67.95865405762041,0.481313482934919,44.9438202247191,0.0,0.0,0.0,7.416666666666667,5.617977528089887,8.890304689343745,0.28888888888888886,1.856103445314211,178,24
none,human,abstracts,0,96.86392405063292,0.468741384657051,44.6927374301676,0.0,0.0,5.58659217877095,8.523809523809524,0.0,8.966785112165729,0.17045454545454544,1.4329831210560051,179,21
none,human,abstracts,0,136.95652173913044,0.46342117309578057,17.142857142857142,0.0,0.0,0.0,7.954545454545454,0.0,8.97981663101259,0.17525773195876287,1.9182084341546168,175,22
none,human,abstracts,0,92.35671310446897,0.5110280222633489,20.942408376963353,0.0,10.471204188481677,0.0,7.958333333333333,0.0,8.895367641474849,0.2,1.931208948910323,191,24
none,human,abstracts,0,83.42509824818491,0.39644591910773036,9.1324200913242,0.0,0.0,0.0,9.521739130434783,0.0,9.051289624066184,0.20408163265306123,2.2906307970681765,219,23
none,human,abstracts,0,107.45854604951408,0.5053682279561577,39.32584269662921,0.0,5.617977528089887,0.0,8.090909090909092,0.0,9.036148241770968,0.17,1.568316493272887,178,22
none,human,abstracts,0,124.58426966292137,0.5230681221568245,10.416666666666666,0.08,15.625,0.0,7.68,0.0,9.141632485393874,0.15789473684210525,2.148200820400365,192,25
none,human,abstracts,0,47.471933471933475,0.45824370180391893,8.583690987124463,0.03225806451612903,17.167381974248926,12.875536480686696,7.516129032258065,0.0,8.798670092728951,0.3010752688172043,1.7130788426267933,233,31
none,human,abstracts,0,122.30341481619706,0.4914033706918103,28.409090909090907,0.0,0.0,0.0,8.0,0.0,9.108531118124088,0.1523809523809524,2.061970443369145,176,22
none,human,abstracts,0,76.06602078977592,0.4275809686650505,29.239766081871345,0.0,17.543859649122805,0.0,8.142857142857142,0.0,8.833978028395745,0.25609756097560976,2.0797102763173374,171,21
none,human,abstracts,0,80.50516037689792,0.48430314950179437,20.32520325203252,0.06451612903225806,8.130081300813009,8.130081300813009,7.935483870967742,4.065040650406504,9.292636459160011,0.176,2.217610017671036,246,31
none,human,abstracts,0,93.56829836829836,0.39699525134670915,17.857142857142858,0.038461538461538464,8.928571428571429,0.0,8.615384615384615,0.0,9.150153446338837,0.25688073394495414,1.9626355050897597,224,26
none,human,abstracts,0,107.0,0.41015155621479793,18.69158878504673,0.04,9.345794392523365,0.0,8.56,4.672897196261682,9.069982781695096,0.22330097087378642,1.7676461209612235,214,25
none,human,abstracts,0,81.46461134147778,0.43068351716438324,0.0,0.08,17.699115044247787,4.424778761061947,9.04,0.0,8.886208887579091,0.26732673267326734,1.518981310534532,226,25
none,human,abstracts,0,78.53424657534248,0.5164250609894145,38.46153846153847,0.0,10.989010989010989,0.0,8.666666666666666,0.0,8.863421469593048,0.15789473684210525,1.75,182,21
none,human,abstracts,0,96.01028167505623,0.4939854930332022,17.241379310344826,0.045454545454545456,5.747126436781609,0.0,7.909090909090909,0.0,9.201637140985733,0.22448979591836735,2.159066705606731,174,22
none,human,abstracts,0,88.80845841199644,0.4367882782309983,28.0,0.03571428571428571,8.0,0.0,8.928571428571429,0.0,9.267672435736726,0.175,2.3665026706349623,250,28
none,human,abstracts,0,76.4021164021164,0.6057892450500277,21.052631578947366,0.0,5.263157894736842,0.0,7.3076923076923075,0.0,9.048922638187054,0.2,2.1095434927733314,190,26
none,human,abstracts,0,117.65027789653698,0.484133527910236,19.230769230769234,0.05,12.82051282051282,19.230769230769234,7.8,0.0,8.921871104682417,0.18604651162790697,2.1566466355538694,156,20
none,human,abstracts,0,75.69382217454407,0.5017825368480995,25.0,0.02857142857142857,7.142857142857142,3.571428571428571,8.0,0.0,9.174691022236978,0.20634920634920634,2.0294732983598407,280,35
none,human,abstracts,0,99.62196597048624,0.3435782728413765,37.03703703703704,0.0,12.345679012345679,0.0,9.529411764705882,0.0,9.016520612423292,0.22093023255813954,1.9295312009398446,162,17
none,human,abstracts,0,104.0063503922301,0.4462186808181737,33.333333333333336,0.05263157894736842,6.666666666666667,6.666666666666667,7.894736842105263,6.666666666666667,8.87633198441484,0.25,1.8899168453199877,150,19
none,human,abstracts,0,93.78187477552976,0.45311422400979645,0.0,0.034482758620689655,4.166666666666667,4.166666666666667,8.275862068965518,0.0,9.101772096495155,0.2571428571428571,2.2879168324511205,240,29
none,human,abstracts,0,115.67086275713847,0.45242467962881966,26.08695652173913,0.10714285714285714,17.391304347826086,0.0,8.214285714285714,0.0,9.270309823931948,0.26956521739130435,1.5656531116458186,230,28
none,human,abstracts,0,88.36842105263158,0.5155067008553873,19.32367149758454,0.03571428571428571,4.830917874396135,4.830917874396135,7.392857142857143,0.0,9.061758302127588,0.18691588785046728,2.2158465761428716,207,28
none,human,abstracts,0,108.69611074489124,0.498187583969676,6.622516556291391,0.1,13.245033112582782,0.0,7.55,0.0,8.95967583712197,0.18823529411764706,1.9001403722466925,151,20
none,human,abstracts,0,87.66851299531316,0.5390276585082723,4.694835680751174,0.06896551724137931,18.779342723004696,4.694835680751174,7.344827586206897,0.0,9.176963940965345,0.13559322033898305,1.5575167455986103,213,29
none,human,abstracts,0,68.92864529472595,0.4712931171451913,5.434782608695652,0.041666666666666664,5.434782608695652,10.869565217391305,7.666666666666667,5.434782608695652,8.788129901529034,0.28205128205128205,1.8609603293568517,184,24
none,human,abstracts,0,74.45153585248173,0.5192310208576734,14.336917562724015,0.02702702702702703,7.168458781362007,0.0,7.54054054054054,0.0,9.081263581763018,0.24369747899159663,1.8368084336715134,279,37
none,human,abstracts,0,48.22930346855738,0.447743621756917,3.4965034965034967,0.0,3.4965034965034967,0.0,9.862068965517242,3.4965034965034967,8.966011464368577,0.24793388429752067,1.9160818693406736,286,29
none,human,abstracts,0,146.58269046086306,0.4359689651863067,24.193548387096772,0.06060606060606061,8.064516129032258,0.0,7.515151515151516,4.032258064516129,9.365423143724485,0.16551724137931034,2.0241642549299286,248,33
none,human,abstracts,0,77.47604327666151,0.527463593822644,32.25806451612903,0.038461538461538464,9.216589861751151,0.0,8.346153846153847,0.0,8.996926103062503,0.23958333333333334,2.0480968704245126,217,26
none,human,abstracts,0,71.01670644391409,0.5105391321792265,17.341040462427745,0.0,0.0,0.0,7.863636363636363,0.0,8.731798051908736,0.19753086419753085,1.9254106352407234,173,22
none,human,abstracts,0,69.83101207056639,0.4650068528284023,25.31645569620253,0.05263157894736842,6.329113924050633,0.0,8.31578947368421,0.0,8.76298862638113,0.29577464788732394,2.195461844238322,158,19
none,human,abstracts,0,51.85175027914357,0.5812004905593617,0.0,0.0,0.0,0.0,7.115384615384615,0.0,8.674211773125656,0.34210526315789475,1.8749443645568706,185,26
none,human,abstracts,0,97.56637168141594,0.546394490066939,0.0,0.041666666666666664,17.142857142857142,0.0,7.291666666666667,0.0,9.01127313651583,0.2222222222222222,2.002755067189044,175,24
none,human,abstracts,0,55.55457261475187,0.41707012306197144,26.595744680851062,0.0,0.0,0.0,8.173913043478262,0.0,8.754296842905383,0.21428571428571427,1.9475623036900227,188,23
none,human,abstracts,0,115.86512118018966,0.3615431404435079,19.48051948051948,0.0,0.0,0.0,9.625,0.0,8.941865327307632,0.1744186046511628,2.6229007784871112,154,16
none,human,abstracts,0,79.46600741656367,0.4917523208208769,30.48780487804878,0.0,6.097560975609756,0.0,8.2,0.0,8.931769706541935,0.2159090909090909,2.290107480141255,164,20
none,human,abstracts,0,113.4545819517345,0.4460995772828692,16.0427807486631,0.125,16.0427807486631,21.390374331550802,7.791666666666667,0.0,9.033182714820837,0.1875,2.218542602257215,187,24
none,human,abstracts,0,87.95666509656148,0.4962540503481247,17.543859649122805,0.06896551724137931,13.157894736842104,8.771929824561402,7.862068965517241,0.0,9.038862422085424,0.22935779816513763,2.312430802347936,228,29
none,human,abstracts,0,114.97722746558144,0.49437479194558726,19.230769230769234,0.0,0.0,0.0,7.703703703703703,0.0,9.210700074636923,0.14912280701754385,1.7886514609637496,208,27
none,human,abstracts,0,112.8095909732017,0.44733457536788396,15.228426395939087,0.12,20.30456852791878,15.228426395939087,7.88,0.0,9.159195841330959,0.19090909090909092,1.9512329503597727,197,25
none,human,abstracts,0,100.35975123584754,0.47106441877560434,12.145748987854251,0.030303030303030304,8.097165991902834,0.0,7.484848484848484,0.0,9.216613041404154,0.18548387096774194,2.2976477945291225,247,33
none,human,abstracts,0,59.05192795799868,0.41083223585067136,9.30232558139535,0.037037037037037035,4.651162790697675,0.0,7.962962962962963,0.0,9.008600287922468,0.3010752688172043,2.4095981836025056,215,27
none,human,abstracts,0,60.21262458471761,0.44707529270702107,86.29441624365482,0.038461538461538464,5.076142131979695,0.0,7.576923076923077,0.0,8.914144549087732,0.19791666666666666,2.270054798865899,197,26
none,human,abstracts,0,88.87562189054727,0.48306012501009904,14.778325123152708,0.04,9.852216748768473,0.0,8.12,0.0,8.89015872350417,0.24731182795698925,1.5722451785579226,203,25
none,human,abstracts,0,87.2107900629065,0.48540170458581494,22.22222222222222,0.034482758620689655,4.444444444444445,4.444444444444445,7.758620689655173,0.0,9.133560518776655,0.17272727272727273,1.9531937207300722,225,29
none,human,abstracts,0,134.72417707150964,0.3973113420063872,12.738853503184714,0.0,0.0,0.0,7.85,0.0,8.908030750770227,0.16304347826086957,1.5545851693377994,157,20
none,human,abstracts,0,83.28178023867952,0.44642683303377834,23.25581395348837,0.05,5.813953488372093,5.813953488372093,8.6,0.0,9.028197780550169,0.20224719101123595,1.9239771759778455,172,20
none,human,abstracts,0,95.78176382660689,0.4588300194437577,35.175879396984925,0.0,5.025125628140704,0.0,9.045454545454545,0.0,9.152489666292055,0.19047619047619047,1.9851196127141382,199,22
none,human,abstracts,0,64.81702127659575,0.4796193513842224,3.472222222222222,0.027777777777777776,3.472222222222222,10.416666666666666,8.0,0.0,9.108238056915875,0.2796610169491525,1.7219280948873623,288,36
none,human,abstracts,0,121.23324396782843,0.45867267504983356,23.52941176470588,0.0,5.88235294117647,0.0,7.7272727272727275,0.0,8.938850100092353,0.1935483870967742,1.4315602842833155,170,22
none,human,abstracts,0,85.37766793978881,0.4848968115148062,25.64102564102564,0.05263157894736842,12.82051282051282,0.0,8.210526315789474,0.0,8.729947150517678,0.1511627906976744,2.163501480748832,156,19
none,human,abstracts,0,82.81391939507728,0.5512453528208415,27.027027027027028,0.1,20.27027027027027,0.0,7.4,0.0,8.848903551430157,0.1566265060240964,1.9679074521481286,148,20
none,human,abstracts,0,51.394547987697486,0.42185208743524,5.714285714285714,0.0,5.714285714285714,0.0,7.0,0.0,8.598799591227714,0.34782608695652173,2.492750865497997,175,25
none,human,abstracts,0,65.84136858475894,0.4070636906437748,0.0,0.0,0.0,0.0,7.875,0.0,8.921950176957482,0.21951219512195122,0.9975025463691152,189,24
none,human,abstracts,0,72.06471686372122,0.4990937917336128,10.638297872340425,0.038461538461538464,5.319148936170213,0.0,7.230769230769231,0.0,8.779203242350025,0.25842696629213485,1.3779630390761746,188,26
none,human,abstracts,0,75.62043795620438,0.513200473574829,16.216216216216218,0.0,0.0,5.405405405405405,8.80952380952381,0.0,8.887099723466312,0.2159090909090909,1.908634573470573,185,21
none,human,abstracts,0,95.35307517084283,0.5967143813668787,0.0,0.10714285714285714,17.391304347826086,8.695652173913043,8.214285714285714,0.0,9.20412033476658,0.18803418803418803,1.5943029514736247,230,28
none,human,abstracts,0,68.33898305084746,0.44216957408499113,21.505376344086024,0.0,16.129032258064516,16.129032258064516,8.454545454545455,0.0,8.749592498037005,0.2911392405063291,1.908634573470573,186,22
none,human,abstracts,0,113.8192621832154,0.4629754184943537,21.62162162162162,0.043478260869565216,5.405405405405405,0.0,8.043478260869565,0.0,9.088792469546485,0.1346153846153846,1.7518834359763853,185,23
none,human,abstracts,0,51.675464320625615,0.40864677595693816,7.8125,0.03125,3.90625,3.90625,8.0,0.0,8.88502150134533,0.22641509433962265,1.5862516322372207,256,32
none,human,abstracts,0,74.03279080899954,0.5427349459950946,0.0,0.07142857142857142,19.41747572815534,0.0,7.357142857142857,0.0,8.849636985392543,0.32222222222222224,1.5788149999674768,206,28
none,human,abstracts,0,71.67795272319388,0.48674744675558074,15.384615384615385,0.038461538461538464,10.256410256410257,0.0,7.5,0.0,9.135238444805603,0.2222222222222222,1.9477027792200903,195,26
none,human,abstracts,0,74.5,0.49222594760560806,6.7114093959731544,0.0,0.0,6.7114093959731544,7.45,0.0,8.606787238989853,0.18055555555555555,2.039521845354198,149,20
none,human,abstracts,0,78.74664219571203,0.4549143934552537,20.408163265306122,0.03225806451612903,12.244897959183673,4.081632653061225,7.903225806451613,0.0,9.045614259585433,0.24324324324324326,1.5233874514438699,245,31
none,human,abstracts,0,96.84758364312269,0.49715025681886993,29.940119760479043,0.045454545454545456,5.9880239520958085,0.0,7.590909090909091,0.0,8.952121660593816,0.14583333333333334,2.0500495202947353,167,22
none,human,abstracts,0,86.0,0.471754948258158,29.069767441860463,0.045454545454545456,11.627906976744185,0.0,7.818181818181818,0.0,8.900574229890879,0.2235294117647059,1.8219280948873622,172,22
none,human,abstracts,0,66.11920529801324,0.44531250000000006,0.0,0.0,3.90625,3.90625,8.827586206896552,0.0,9.119999103296045,0.2897196261682243,2.051564125707367,256,29
none,human,abstracts,0,103.96645038771958,0.5027121160213388,29.535864978902953,0.0,0.0,0.0,8.464285714285714,0.0,9.16574347523495,0.15384615384615385,2.8067281034674165,237,28
none,human,abstracts,0,82.49583858764187,0.4103830512814661,0.0,0.034482758620689655,16.949152542372882,0.0,8.137931034482758,0.0,9.313013761664202,0.25,2.2187988677684785,236,29
none,human,abstracts,0,110.537109375,0.44944317439888254,28.57142857142857,0.03333333333333333,8.16326530612245,4.081632653061225,8.166666666666666,0.0,9.234557478196944,0.1889763779527559,1.5617973954902358,245,30
none,human,abstracts,0,141.64739413680783,0.4336411352860281,15.936254980079681,0.03125,7.968127490039841,0.0,7.84375,7.968127490039841,9.388729915568328,0.1292517006802721,1.936983358950755,251,32
none,human,abstracts,0,76.14495422783163,0.4682714021413835,18.404907975460123,0.0,0.0,6.134969325153374,8.578947368421053,0.0,8.866419266436106,0.14814814814814814,1.4488156357251847,163,19
none,human,abstracts,0,59.44707135250266,0.40183269083702616,16.853932584269664,0.15,16.853932584269664,0.0,8.9,0.0,8.884718701368335,0.22988505747126436,2.168427629340899,178,20
none,human,abstracts,0,88.88335925349922,0.5159058228958812,21.929824561403507,0.06666666666666667,13.157894736842104,0.0,7.6,0.0,9.089626918986221,0.27884615384615385,1.547972308328872,228,30
none,human,abstracts,0,51.87381425104787,0.5263313607164053,44.534412955465584,0.03333333333333333,12.145748987854251,0.0,8.233333333333333,0.0,8.944696109526337,0.23423423423423423,2.2494537323457067,247,30
none,human,abstracts,0,76.96006863927279,0.5154694480355013,33.557046979865774,0.05,13.422818791946309,0.0,7.45,0.0,8.552806324944084,0.24,1.5495875212220556,149,20
none,human,abstracts,0,68.277257487845,0.4721722626086218,12.422360248447204,0.0,0.0,6.211180124223602,8.05,6.211180124223602,8.92574616292945,0.24390243902439024,2.01761329333556,161,20
none,human,abstracts,0,82.20772946859904,0.4847468961413303,5.347593582887701,0.0,5.347593582887701,0.0,8.5,0.0,9.052818704039495,0.25,2.086772686707626,187,22
none,human,abstracts,0,61.42152736019242,0.43439390067291256,26.31578947368421,0.0,0.0,10.526315789473683,7.916666666666667,0.0,8.747054489344512,0.18604651162790697,1.6627992560224791,190,24
